nom,age,date,paye,montant,loisir,competences,timestampField,decimalField
Karmen,30,01-09-2015,no,5165,"['Randonnée', 'Parachutisme']",Cooking,04-10-2015_00:49:37,415.59
Karmen,26,16-10-2008,no,9724,"['Jeux', 'Parachutisme']",Leadership,13-02-2014_10:14:23,269.21
David,95,02-05-2015,no,2424,"['Randonnée', 'Football']",Communication,08-01-2018_22:55:15,428.23
David,45,01-08-2018,no,4201,"['Football', 'Randonnée']",Cooking,29-11-2020_13:59:21,560.22
David,42,28-03-2018,no,7416,"['Parachutisme', 'Football']",Communication,06-07-2021_08:48:32,364.52
David,60,12-08-2014,yes,1534,"['Randonnée', 'Football']",Cooking,12-02-2021_10:29:41,601.95
John,93,30-01-2015,no,5116,"['Jeux', 'Randonnée']",Communication,06-03-2019_18:34:01,757.01
Karmen,28,01-02-2005,yes,8334,"['Parachutisme', 'Randonnée']",Communication,10-06-2022_15:28:07,18.69
Karmen,58,07-04-2011,yes,9263,"['Randonnée', 'Football']",Cooking,18-03-2018_05:44:08,976.9
Emilia,63,31-05-2004,yes,5016,"['Parachutisme', 'Football']",Communication,07-05-2017_08:02:09,214.21
Emilia,94,03-01-2017,yes,6488,"['Football', 'Jeux']",Communication,28-08-2015_00:43:56,513.67
Mehdi,98,10-10-2008,yes,7696,"['Randonnée', 'Parachutisme']",Leadership,13-06-2020_20:27:37,786.56
Karmen,52,27-04-2008,no,6073,"['Randonnée', 'Jeux']",Communication,07-09-2013_07:19:32,95.58
Karmen,33,27-10-2011,no,196,"['Randonnée', 'Parachutisme']",Communication,04-09-2019_21:11:47,82.7
David,64,05-05-2002,no,5013,"['Parachutisme', 'Randonnée']",Cooking,12-02-2019_07:48:44,2.28
David,84,08-08-2007,yes,1809,"['Randonnée', 'Football']",Cooking,31-10-2013_03:45:49,870.21
David,83,11-08-2003,yes,3768,"['Parachutisme', 'Randonnée']",Leadership,26-05-2017_19:27:10,938.04
Emilia,42,01-10-2004,yes,3663,"['Randonnée', 'Parachutisme']",Communication,25-02-2017_21:32:43,757.04
Mehdi,51,31-07-2020,no,7687,"['Randonnée', 'Parachutisme']",Communication,29-05-2021_17:28:39,328.31
Emilia,46,11-02-2017,no,861,"['Jeux', 'Parachutisme']",Leadership,12-07-2020_19:42:23,118.27
Emilia,35,13-06-2013,no,7597,"['Randonnée', 'Football']",Leadership,07-09-2015_03:58:47,656.55
David,46,19-02-2016,no,9554,"['Football', 'Jeux']",Cooking,29-08-2017_12:57:54,348.67
David,23,21-02-2004,no,2755,"['Parachutisme', 'Jeux']",Cooking,18-01-2021_03:10:47,330.16
Mehdi,90,15-03-2012,no,4396,"['Football', 'Jeux']",Cooking,11-04-2019_17:22:57,461.41
Emilia,87,24-01-2019,yes,4683,"['Parachutisme', 'Jeux']",Communication,07-12-2013_11:02:19,370.07
John,45,23-03-2018,yes,17,"['Randonnée', 'Parachutisme']",Cooking,19-11-2013_22:45:35,970.11
Mehdi,90,16-04-2017,no,917,"['Football', 'Parachutisme']",Leadership,06-10-2017_06:47:51,510.59
Karmen,28,21-09-2002,no,1316,"['Jeux', 'Football']",Cooking,01-11-2015_03:52:04,965.0
Mehdi,58,03-08-2015,yes,9587,"['Randonnée', 'Jeux']",Communication,08-01-2014_11:01:59,932.9
Mehdi,76,25-12-2016,yes,7,"['Football', 'Parachutisme']",Cooking,11-01-2016_06:40:34,627.53
Karmen,21,10-01-2012,yes,3892,"['Jeux', 'Randonnée']",Communication,04-04-2018_08:39:39,873.73
David,52,03-05-2016,no,8402,"['Randonnée', 'Jeux']",Communication,29-09-2016_15:16:03,523.14
Mehdi,86,20-11-2004,yes,7285,"['Parachutisme', 'Jeux']",Leadership,03-03-2019_05:01:58,546.93
Emilia,98,27-09-2018,no,3961,"['Parachutisme', 'Jeux']",Leadership,22-11-2017_03:33:54,815.79
Mehdi,97,11-11-2006,yes,4620,"['Randonnée', 'Parachutisme']",Leadership,30-12-2015_16:48:47,432.4
Emilia,18,30-04-2019,no,4965,"['Randonnée', 'Football']",Cooking,17-05-2018_12:09:34,584.13
Mehdi,86,23-06-2018,no,9416,"['Randonnée', 'Football']",Communication,13-03-2022_19:42:30,148.71
Karmen,99,29-06-2012,no,5832,"['Randonnée', 'Parachutisme']",Communication,22-12-2021_21:19:30,626.11
John,42,03-04-2012,no,3321,"['Jeux', 'Randonnée']",Cooking,12-11-2016_20:53:46,700.93
David,38,29-06-2014,yes,1445,"['Randonnée', 'Jeux']",Cooking,13-10-2013_00:41:25,567.71
Mehdi,56,18-03-2016,yes,5965,"['Jeux', 'Parachutisme']",Leadership,08-11-2013_05:43:34,622.53
Emilia,46,31-08-2003,no,6117,"['Football', 'Jeux']",Communication,13-04-2014_18:46:07,154.74
Emilia,73,08-04-2009,no,19,"['Football', 'Jeux']",Leadership,14-11-2017_19:43:44,796.09
Mehdi,61,24-03-2004,no,8652,"['Randonnée', 'Jeux']",Leadership,21-10-2013_16:06:40,339.21
David,20,01-08-2011,yes,5287,"['Jeux', 'Parachutisme']",Communication,06-03-2018_01:11:41,187.07
John,38,26-02-2018,no,3945,"['Randonnée', 'Jeux']",Communication,18-08-2020_02:43:43,421.76
David,48,05-02-2014,no,5048,"['Parachutisme', 'Football']",Communication,04-09-2020_14:22:25,627.17
Emilia,81,07-06-2008,no,9941,"['Randonnée', 'Parachutisme']",Cooking,28-05-2013_13:19:19,451.2
Emilia,33,24-08-2015,no,1589,"['Parachutisme', 'Jeux']",Communication,09-12-2015_04:43:42,653.29
Mehdi,100,03-12-2015,no,2827,"['Jeux', 'Parachutisme']",Communication,02-09-2018_12:02:08,805.53
Karmen,57,03-10-2007,yes,769,"['Randonnée', 'Jeux']",Leadership,29-09-2021_17:19:10,385.22
Mehdi,53,28-09-2012,yes,1859,"['Football', 'Jeux']",Communication,13-02-2015_14:00:13,912.48
Emilia,65,12-03-2018,no,5908,"['Football', 'Randonnée']",Cooking,18-03-2018_09:33:32,671.7
Karmen,26,10-06-2010,no,1518,"['Football', 'Jeux']",Communication,10-03-2022_21:00:40,49.58
David,97,28-06-2007,yes,9905,"['Football', 'Jeux']",Cooking,17-02-2019_13:57:13,678.02
Mehdi,45,09-03-2017,no,9436,"['Football', 'Jeux']",Communication,14-07-2022_04:12:15,489.68
Emilia,33,22-09-2013,yes,2551,"['Parachutisme', 'Jeux']",Communication,07-09-2016_02:38:10,482.01
John,37,19-09-2017,yes,145,"['Randonnée', 'Parachutisme']",Communication,18-03-2013_11:37:11,631.95
Mehdi,44,15-11-2013,yes,6085,"['Randonnée', 'Football']",Leadership,03-11-2013_10:00:10,128.46
David,59,01-06-2008,yes,4802,"['Parachutisme', 'Jeux']",Cooking,01-04-2020_21:47:31,833.77
Emilia,61,18-10-2017,yes,8930,"['Football', 'Jeux']",Leadership,29-04-2015_15:32:16,888.28
John,26,29-12-2016,no,9286,"['Parachutisme', 'Jeux']",Cooking,12-05-2016_02:09:46,556.7
Emilia,38,06-07-2012,yes,7766,"['Parachutisme', 'Football']",Cooking,05-07-2015_17:40:42,81.81
John,35,23-09-2019,yes,6504,"['Football', 'Jeux']",Leadership,05-12-2016_15:37:47,719.23
Mehdi,92,09-07-2019,no,2433,"['Parachutisme', 'Randonnée']",Cooking,11-03-2016_04:30:10,757.25
John,58,16-04-2015,no,2916,"['Football', 'Randonnée']",Leadership,24-10-2016_04:31:39,150.85
Karmen,91,23-07-2016,no,5919,"['Parachutisme', 'Football']",Communication,06-07-2020_23:52:19,309.16
David,42,26-11-2016,yes,5804,"['Jeux', 'Parachutisme']",Communication,04-07-2016_16:27:33,710.4
Emilia,67,12-08-2017,yes,5440,"['Randonnée', 'Football']",Leadership,27-06-2015_17:00:33,416.56
John,73,21-11-2017,yes,334,"['Parachutisme', 'Football']",Communication,07-02-2021_21:39:52,653.21
John,95,16-11-2012,no,2443,"['Football', 'Randonnée']",Leadership,25-04-2015_16:53:37,589.81
David,46,01-03-2004,yes,2325,"['Parachutisme', 'Jeux']",Communication,18-08-2018_11:06:38,702.11
Mehdi,43,12-07-2009,yes,8799,"['Jeux', 'Parachutisme']",Cooking,30-07-2021_20:23:48,190.75
John,37,30-06-2019,no,6818,"['Parachutisme', 'Randonnée']",Cooking,13-05-2016_11:20:39,124.86
Karmen,36,05-10-2007,yes,8451,"['Jeux', 'Football']",Communication,01-07-2016_00:44:44,375.56
David,54,21-05-2010,no,6647,"['Randonnée', 'Parachutisme']",Cooking,29-06-2017_18:47:49,236.79
David,59,01-04-2016,yes,132,"['Football', 'Parachutisme']",Communication,28-09-2019_20:49:09,236.59
John,73,25-07-2006,yes,7089,"['Football', 'Randonnée']",Leadership,17-12-2018_22:12:40,106.65
John,85,31-03-2004,yes,1736,"['Parachutisme', 'Jeux']",Communication,24-05-2022_14:04:02,172.7
Mehdi,49,02-11-2004,no,4029,"['Football', 'Jeux']",Leadership,16-09-2017_05:44:31,603.72
Emilia,53,31-08-2008,no,6796,"['Jeux', 'Football']",Leadership,06-10-2017_06:24:13,368.95
John,76,07-10-2007,yes,7628,"['Jeux', 'Randonnée']",Communication,02-09-2019_15:16:32,175.36
John,34,05-11-2010,no,5056,"['Randonnée', 'Parachutisme']",Communication,13-03-2013_13:54:46,768.16
John,70,31-12-2017,no,1859,"['Randonnée', 'Jeux']",Cooking,16-07-2022_10:11:27,703.83
David,21,17-12-2012,yes,7970,"['Parachutisme', 'Jeux']",Leadership,01-06-2014_16:49:50,984.98
Mehdi,23,14-01-2014,yes,3595,"['Jeux', 'Parachutisme']",Communication,12-03-2014_09:21:42,0.54
David,32,12-04-2003,no,6493,"['Parachutisme', 'Football']",Leadership,18-11-2018_06:28:16,767.26
Emilia,44,05-08-2018,yes,3474,"['Jeux', 'Football']",Communication,27-09-2013_07:06:34,165.45
David,26,25-07-2017,yes,5418,"['Parachutisme', 'Jeux']",Cooking,18-06-2019_10:10:56,454.44
John,93,11-12-2003,yes,9200,"['Football', 'Jeux']",Communication,10-02-2018_12:23:11,564.0
John,62,16-11-2010,no,2431,"['Randonnée', 'Football']",Communication,18-01-2020_06:05:46,248.69
Emilia,37,25-07-2014,no,6268,"['Jeux', 'Randonnée']",Leadership,05-10-2018_11:40:44,570.21
John,99,08-01-2006,yes,5483,"['Football', 'Parachutisme']",Communication,24-05-2022_05:16:04,320.72
Emilia,51,11-02-2003,no,7146,"['Parachutisme', 'Jeux']",Communication,17-11-2021_14:17:20,373.03
John,73,23-06-2016,no,3942,"['Jeux', 'Randonnée']",Cooking,17-06-2022_22:43:56,672.89
John,24,06-11-2008,yes,3977,"['Jeux', 'Parachutisme']",Communication,13-06-2020_23:35:46,431.32
Karmen,75,23-01-2008,no,8480,"['Randonnée', 'Jeux']",Communication,01-03-2014_00:48:13,961.48
Emilia,56,12-02-2012,no,3439,"['Randonnée', 'Jeux']",Cooking,11-07-2018_18:53:36,70.57
Mehdi,60,10-03-2003,no,8991,"['Jeux', 'Randonnée']",Leadership,15-12-2014_15:58:26,213.41
David,76,23-10-2005,no,4170,"['Football', 'Jeux']",Communication,06-09-2018_10:47:54,627.51
Mehdi,85,28-07-2019,no,9466,"['Jeux', 'Randonnée']",Communication,12-10-2019_22:17:51,552.88
Emilia,75,18-07-2013,yes,6213,"['Football', 'Randonnée']",Cooking,27-12-2015_05:56:18,266.33
John,55,25-09-2009,yes,7892,"['Parachutisme', 'Randonnée']",Leadership,17-11-2018_23:16:34,127.66
Mehdi,60,15-03-2010,no,1365,"['Football', 'Jeux']",Communication,11-02-2020_18:45:40,34.91
John,55,02-12-2006,no,5061,"['Randonnée', 'Jeux']",Cooking,21-11-2016_02:31:08,231.15
Mehdi,31,24-07-2019,no,4372,"['Football', 'Randonnée']",Cooking,15-03-2020_04:08:44,525.05
Karmen,56,22-01-2003,yes,2765,"['Football', 'Parachutisme']",Cooking,28-01-2014_13:01:23,426.75
David,44,14-03-2009,yes,2166,"['Football', 'Parachutisme']",Cooking,09-02-2017_07:12:18,80.57
Mehdi,48,14-07-2005,no,5784,"['Parachutisme', 'Football']",Leadership,28-06-2022_23:15:14,242.93
Mehdi,56,25-10-2014,yes,1070,"['Jeux', 'Parachutisme']",Leadership,27-07-2018_15:18:21,528.73
John,44,29-07-2002,no,770,"['Randonnée', 'Parachutisme']",Communication,06-09-2020_20:31:17,220.66
Mehdi,66,24-03-2004,no,1672,"['Jeux', 'Parachutisme']",Cooking,12-04-2016_17:28:57,897.0
Emilia,35,11-02-2017,yes,1783,"['Jeux', 'Football']",Communication,17-06-2017_16:39:15,456.31
Karmen,48,27-07-2004,yes,4465,"['Jeux', 'Parachutisme']",Leadership,16-01-2020_12:17:39,748.57
Emilia,62,31-12-2002,yes,8447,"['Jeux', 'Football']",Cooking,07-06-2013_13:55:22,122.72
Karmen,25,09-01-2016,no,9460,"['Jeux', 'Randonnée']",Communication,29-01-2020_19:07:09,495.5
Mehdi,37,08-10-2009,no,2208,"['Parachutisme', 'Randonnée']",Leadership,02-12-2014_01:08:13,951.56
John,19,24-09-2011,no,4053,"['Randonnée', 'Parachutisme']",Communication,18-12-2020_07:07:54,67.31
Karmen,59,18-07-2020,no,7162,"['Football', 'Jeux']",Cooking,20-12-2020_11:36:29,827.29
John,79,20-05-2012,no,454,"['Randonnée', 'Jeux']",Cooking,23-10-2015_14:38:59,711.0
Karmen,64,26-01-2008,no,2519,"['Randonnée', 'Football']",Leadership,24-06-2013_10:35:51,160.3
John,63,08-02-2010,no,8201,"['Jeux', 'Football']",Leadership,21-08-2016_15:58:22,577.81
Mehdi,50,18-04-2006,yes,2450,"['Randonnée', 'Parachutisme']",Communication,16-10-2021_12:33:48,932.72
David,63,23-01-2015,yes,7646,"['Football', 'Parachutisme']",Communication,24-07-2015_01:42:12,335.1
Emilia,49,10-11-2015,yes,3977,"['Parachutisme', 'Jeux']",Communication,01-08-2018_09:55:12,740.62
Emilia,24,29-07-2016,no,338,"['Football', 'Jeux']",Communication,03-01-2022_02:29:20,166.17
David,33,19-07-2005,yes,1400,"['Jeux', 'Football']",Cooking,16-09-2021_20:05:37,190.83
Karmen,37,22-02-2002,yes,224,"['Football', 'Randonnée']",Communication,05-03-2014_03:00:56,109.96
John,35,09-05-2008,no,8992,"['Randonnée', 'Parachutisme']",Cooking,17-05-2016_12:54:49,43.52
Mehdi,18,24-01-2012,no,1430,"['Parachutisme', 'Jeux']",Leadership,10-04-2015_04:23:23,393.5
Mehdi,50,09-12-2008,no,7376,"['Parachutisme', 'Jeux']",Cooking,28-11-2013_04:16:00,941.35
John,82,10-03-2007,yes,8542,"['Jeux', 'Randonnée']",Communication,14-03-2020_12:16:49,753.3
Emilia,30,23-07-2008,no,7376,"['Football', 'Randonnée']",Leadership,30-06-2020_10:45:16,568.7
David,23,27-04-2005,no,6805,"['Jeux', 'Randonnée']",Communication,09-11-2015_16:03:26,26.58
Karmen,54,02-07-2003,yes,5794,"['Parachutisme', 'Randonnée']",Cooking,12-08-2021_18:03:47,80.83
Emilia,83,28-02-2017,yes,8856,"['Randonnée', 'Parachutisme']",Communication,22-10-2017_04:07:19,212.73
Mehdi,40,09-03-2018,yes,7714,"['Football', 'Parachutisme']",Leadership,07-11-2019_04:17:59,513.36
David,100,15-06-2020,yes,7639,"['Jeux', 'Football']",Leadership,10-06-2018_08:08:56,133.61
Emilia,46,10-07-2014,yes,925,"['Randonnée', 'Parachutisme']",Leadership,04-01-2018_21:28:20,158.09
John,25,13-02-2005,no,8628,"['Jeux', 'Football']",Leadership,19-01-2019_07:23:06,347.06
Karmen,31,17-10-2011,yes,5854,"['Football', 'Jeux']",Communication,27-01-2016_10:37:24,475.71
Emilia,68,04-09-2005,yes,7546,"['Jeux', 'Football']",Communication,30-01-2019_15:24:54,304.91
Karmen,53,13-03-2012,no,2568,"['Randonnée', 'Football']",Leadership,05-03-2020_00:34:53,321.32
John,98,25-09-2009,yes,3238,"['Randonnée', 'Football']",Communication,19-10-2014_20:35:19,210.62
Emilia,95,24-01-2008,yes,2926,"['Randonnée', 'Parachutisme']",Leadership,01-03-2014_21:09:40,958.16
Mehdi,66,26-05-2007,no,9252,"['Parachutisme', 'Jeux']",Communication,06-05-2020_18:05:36,349.6
John,90,24-12-2013,yes,7113,"['Randonnée', 'Jeux']",Communication,01-07-2016_16:04:15,976.77
David,61,27-04-2016,yes,2491,"['Randonnée', 'Parachutisme']",Leadership,09-05-2013_17:31:13,328.92
David,79,22-07-2017,no,8501,"['Randonnée', 'Jeux']",Cooking,19-06-2018_05:26:55,774.84
David,31,17-11-2020,yes,4685,"['Football', 'Randonnée']",Leadership,05-04-2019_07:12:56,250.07
John,44,19-05-2011,no,2108,"['Parachutisme', 'Jeux']",Cooking,06-06-2021_16:06:37,978.06
David,18,22-06-2017,yes,3328,"['Parachutisme', 'Football']",Cooking,26-12-2015_23:45:47,10.89
Mehdi,59,25-01-2002,no,1659,"['Randonnée', 'Jeux']",Cooking,31-07-2017_20:56:33,776.59
Mehdi,42,14-03-2014,no,687,"['Jeux', 'Football']",Communication,25-11-2021_22:33:57,829.9
Karmen,91,01-04-2007,no,8463,"['Jeux', 'Randonnée']",Cooking,17-11-2016_18:25:16,235.57
John,53,29-12-2018,no,8615,"['Football', 'Randonnée']",Leadership,29-03-2019_15:12:22,229.38
David,55,07-06-2019,yes,3343,"['Randonnée', 'Jeux']",Leadership,21-02-2015_11:45:52,891.38
Karmen,78,10-11-2009,yes,3476,"['Randonnée', 'Parachutisme']",Leadership,07-10-2018_23:29:19,974.68
Emilia,94,20-07-2009,yes,4316,"['Parachutisme', 'Football']",Cooking,21-10-2017_06:02:05,305.2
Mehdi,83,26-05-2010,no,6276,"['Randonnée', 'Parachutisme']",Leadership,06-07-2015_01:12:58,624.82
Mehdi,90,19-12-2020,no,3390,"['Randonnée', 'Football']",Cooking,09-01-2014_03:24:53,785.82
David,43,14-12-2015,no,3984,"['Jeux', 'Football']",Cooking,15-03-2018_11:44:46,413.22
Emilia,59,04-06-2010,yes,2056,"['Football', 'Parachutisme']",Cooking,01-12-2018_10:43:31,92.88
David,43,15-10-2015,no,6554,"['Football', 'Randonnée']",Cooking,12-04-2020_03:53:55,413.71
John,71,09-06-2010,no,2346,"['Parachutisme', 'Football']",Leadership,20-01-2016_07:37:15,308.51
Emilia,93,16-02-2012,yes,5246,"['Jeux', 'Parachutisme']",Cooking,04-07-2014_21:47:56,569.24
Emilia,93,05-01-2009,yes,960,"['Football', 'Parachutisme']",Communication,28-10-2021_10:01:00,516.61
Emilia,43,13-06-2020,no,1174,"['Football', 'Parachutisme']",Leadership,23-10-2018_19:00:21,933.74
David,95,11-12-2011,no,8144,"['Football', 'Jeux']",Communication,11-04-2021_09:36:01,572.13
Mehdi,100,24-07-2009,yes,1123,"['Parachutisme', 'Randonnée']",Communication,24-07-2014_08:28:00,704.86
Karmen,39,27-11-2016,no,5235,"['Parachutisme', 'Randonnée']",Communication,15-07-2020_12:41:12,142.06
Karmen,73,28-10-2004,yes,5016,"['Football', 'Parachutisme']",Communication,08-01-2015_05:58:04,254.95
John,57,18-09-2007,no,3083,"['Parachutisme', 'Jeux']",Cooking,16-11-2014_03:09:19,732.47
Emilia,84,27-07-2002,no,8948,"['Jeux', 'Football']",Communication,27-07-2020_18:03:57,772.37
Mehdi,98,29-10-2019,no,7075,"['Parachutisme', 'Football']",Cooking,05-09-2016_11:05:23,99.06
Karmen,73,05-12-2017,yes,2988,"['Football', 'Randonnée']",Communication,14-11-2015_00:50:42,865.12
Mehdi,69,09-11-2004,yes,4982,"['Jeux', 'Randonnée']",Leadership,29-06-2013_00:26:37,909.38
Emilia,76,05-11-2005,no,6893,"['Jeux', 'Randonnée']",Communication,03-03-2021_07:38:11,644.52
Karmen,28,04-03-2014,yes,5386,"['Parachutisme', 'Randonnée']",Cooking,01-05-2014_12:00:16,367.61
Emilia,26,10-12-2016,yes,508,"['Parachutisme', 'Randonnée']",Cooking,18-12-2021_14:33:08,610.7
David,76,06-01-2018,no,5683,"['Football', 'Parachutisme']",Cooking,12-10-2013_06:52:04,530.86
David,59,21-07-2007,yes,3092,"['Randonnée', 'Jeux']",Leadership,02-08-2013_01:24:46,262.37
Mehdi,26,27-08-2020,no,1504,"['Football', 'Randonnée']",Communication,28-10-2020_12:21:44,188.87
Mehdi,41,15-05-2015,no,5978,"['Jeux', 'Parachutisme']",Cooking,24-10-2018_01:26:57,793.57
Karmen,20,29-09-2005,yes,4864,"['Jeux', 'Football']",Communication,30-01-2020_07:31:04,838.74
David,75,13-06-2005,no,1258,"['Parachutisme', 'Randonnée']",Communication,17-08-2020_01:28:00,574.53
David,78,10-05-2010,no,8586,"['Football', 'Parachutisme']",Cooking,12-08-2015_22:13:58,36.23
Emilia,50,13-02-2008,no,2156,"['Randonnée', 'Jeux']",Leadership,28-12-2018_09:44:22,480.89
Mehdi,82,13-01-2004,no,3271,"['Football', 'Randonnée']",Communication,22-05-2019_06:11:07,55.13
Mehdi,99,21-02-2005,yes,5233,"['Football', 'Jeux']",Communication,10-07-2017_07:22:02,381.2
John,52,16-04-2005,yes,2854,"['Jeux', 'Randonnée']",Communication,21-07-2016_20:37:05,471.26
John,76,18-07-2004,no,5023,"['Parachutisme', 'Jeux']",Communication,26-12-2014_08:16:07,873.92
Emilia,91,27-07-2007,yes,5235,"['Randonnée', 'Parachutisme']",Cooking,19-05-2014_16:22:52,91.54
Mehdi,73,07-07-2006,yes,2322,"['Parachutisme', 'Jeux']",Leadership,15-10-2013_11:13:33,734.24
Mehdi,65,21-03-2020,yes,1367,"['Football', 'Randonnée']",Cooking,01-06-2016_13:43:57,246.53
Mehdi,74,22-02-2016,no,3945,"['Parachutisme', 'Jeux']",Leadership,05-10-2013_19:35:41,414.72
John,21,16-06-2003,yes,2847,"['Jeux', 'Randonnée']",Cooking,30-01-2017_02:52:17,898.16
David,21,09-11-2013,no,4089,"['Football', 'Jeux']",Leadership,14-11-2013_17:53:39,958.33
Karmen,62,14-03-2010,yes,4596,"['Randonnée', 'Football']",Leadership,16-01-2017_02:07:59,100.97
Mehdi,68,03-12-2005,no,4767,"['Randonnée', 'Jeux']",Communication,07-02-2016_14:46:21,225.91
David,89,01-07-2008,no,4329,"['Jeux', 'Football']",Cooking,13-04-2020_02:20:44,310.12
David,64,11-02-2007,yes,9379,"['Jeux', 'Parachutisme']",Communication,04-06-2022_20:57:02,691.86
Emilia,82,18-07-2009,no,7041,"['Parachutisme', 'Football']",Communication,13-01-2018_09:54:49,333.59
John,33,22-11-2008,yes,2842,"['Randonnée', 'Jeux']",Leadership,22-04-2016_13:41:43,178.25
Mehdi,97,11-09-2007,yes,8833,"['Randonnée', 'Jeux']",Communication,22-04-2016_13:48:38,312.78
David,90,03-07-2010,yes,9529,"['Football', 'Parachutisme']",Cooking,11-01-2021_12:35:33,186.53
David,49,09-02-2009,yes,8728,"['Jeux', 'Randonnée']",Communication,17-08-2018_12:30:54,379.0
Karmen,49,07-04-2012,yes,3306,"['Parachutisme', 'Football']",Cooking,05-04-2013_06:36:29,613.81
Mehdi,67,26-07-2019,yes,5443,"['Parachutisme', 'Jeux']",Cooking,30-01-2020_13:56:11,175.93
John,66,20-04-2010,no,9039,"['Football', 'Jeux']",Leadership,11-08-2017_20:50:22,565.22
David,42,10-03-2006,yes,5402,"['Randonnée', 'Parachutisme']",Communication,13-12-2014_19:30:45,921.64
Karmen,44,23-06-2005,no,7709,"['Parachutisme', 'Football']",Cooking,23-04-2021_14:37:23,798.68
Mehdi,38,13-11-2007,no,6886,"['Jeux', 'Parachutisme']",Leadership,16-09-2014_04:58:25,810.73
Karmen,35,06-12-2006,yes,5137,"['Parachutisme', 'Football']",Cooking,24-11-2017_06:51:41,7.09
Emilia,45,12-03-2019,yes,3267,"['Parachutisme', 'Randonnée']",Leadership,24-05-2020_07:44:48,208.39
Emilia,99,26-07-2010,no,8559,"['Randonnée', 'Jeux']",Leadership,27-04-2020_15:27:34,633.56
Karmen,18,25-04-2002,yes,5319,"['Parachutisme', 'Randonnée']",Communication,06-05-2014_04:31:24,775.54
Karmen,19,25-07-2006,yes,3836,"['Football', 'Jeux']",Cooking,14-09-2015_08:16:24,499.48
Emilia,46,24-09-2014,no,5853,"['Football', 'Jeux']",Communication,14-02-2019_13:18:48,594.95
David,41,03-11-2012,no,8472,"['Parachutisme', 'Randonnée']",Communication,24-05-2017_14:23:30,222.64
Mehdi,53,02-06-2008,no,9333,"['Jeux', 'Football']",Communication,25-10-2013_22:00:09,858.17
Emilia,75,04-05-2016,no,5593,"['Randonnée', 'Jeux']",Communication,18-09-2015_07:01:02,159.32
John,27,07-01-2009,yes,9551,"['Football', 'Randonnée']",Cooking,05-02-2016_16:04:52,433.51
John,24,27-02-2013,yes,2924,"['Randonnée', 'Jeux']",Cooking,27-01-2022_23:18:01,16.12
Mehdi,24,01-01-2008,yes,5055,"['Parachutisme', 'Randonnée']",Leadership,01-05-2017_00:43:39,659.22
Karmen,83,07-09-2006,yes,9780,"['Jeux', 'Football']",Cooking,15-07-2015_04:04:10,723.13
Mehdi,72,21-10-2018,no,4796,"['Football', 'Randonnée']",Cooking,04-11-2020_12:24:03,483.91
Mehdi,70,21-07-2017,yes,9272,"['Parachutisme', 'Football']",Cooking,18-12-2016_07:39:40,107.68
Mehdi,44,29-10-2002,no,2970,"['Jeux', 'Parachutisme']",Leadership,22-06-2020_20:54:07,710.44
Karmen,46,10-04-2009,yes,128,"['Parachutisme', 'Jeux']",Leadership,13-09-2016_13:18:44,218.1
Mehdi,19,18-08-2018,yes,3512,"['Jeux', 'Football']",Communication,19-01-2015_22:53:40,530.39
Emilia,45,04-09-2007,yes,5439,"['Jeux', 'Randonnée']",Leadership,10-07-2014_23:08:36,294.0
Karmen,89,24-05-2007,no,1182,"['Randonnée', 'Football']",Cooking,16-04-2014_12:37:50,322.54
Karmen,62,04-07-2004,yes,7733,"['Football', 'Jeux']",Leadership,15-11-2018_19:25:11,710.25
Karmen,30,10-02-2019,yes,9414,"['Randonnée', 'Football']",Leadership,27-01-2019_03:54:07,176.14
John,88,11-06-2019,yes,1935,"['Parachutisme', 'Jeux']",Cooking,23-09-2017_05:30:52,135.72
David,31,06-05-2019,yes,218,"['Jeux', 'Randonnée']",Leadership,30-07-2016_20:14:49,568.85
John,28,23-06-2012,yes,2396,"['Parachutisme', 'Football']",Cooking,14-12-2019_12:44:11,951.98
Mehdi,91,08-06-2007,no,8608,"['Parachutisme', 'Football']",Communication,18-06-2014_18:55:36,934.26
Mehdi,93,19-04-2003,no,9411,"['Parachutisme', 'Football']",Leadership,01-09-2016_18:10:55,447.7
Emilia,78,27-12-2012,yes,3162,"['Parachutisme', 'Jeux']",Communication,05-06-2019_12:01:17,869.8
Emilia,85,25-03-2012,yes,9937,"['Parachutisme', 'Jeux']",Cooking,26-07-2021_13:31:54,352.59
John,42,01-02-2003,yes,132,"['Parachutisme', 'Jeux']",Cooking,30-04-2016_10:33:02,624.7
Emilia,73,19-01-2007,yes,8065,"['Football', 'Jeux']",Communication,10-03-2015_11:15:59,820.46
David,87,08-11-2012,yes,7820,"['Randonnée', 'Football']",Leadership,27-07-2013_10:25:15,161.25
Emilia,33,10-02-2007,yes,9789,"['Parachutisme', 'Jeux']",Communication,03-11-2019_06:50:01,515.73
Karmen,84,20-03-2011,yes,7083,"['Parachutisme', 'Randonnée']",Cooking,22-03-2018_09:23:25,634.56
Mehdi,71,07-04-2005,yes,8028,"['Football', 'Parachutisme']",Cooking,21-12-2020_10:10:59,183.22
Karmen,54,10-11-2020,yes,1718,"['Jeux', 'Football']",Cooking,25-05-2021_02:38:18,454.54
John,88,21-12-2010,no,7699,"['Football', 'Parachutisme']",Communication,12-11-2013_19:15:11,451.42
Mehdi,71,03-01-2003,yes,293,"['Randonnée', 'Football']",Cooking,10-02-2017_17:46:13,743.96
